,name,province,climate_id,station_id,wmo_id,tc_id,latitude_decimal_degrees,longitude_decimal_degrees,latitude,longitude,elevation_m,start_date,end_date,T_high_avg_nan,T_min_nan,T_low_avg_nan,T_max_nan,period_T_low_nan,period_T_high_nan,T_min_year_nan,day_nan,T_max_year_nan,month_nan,n_almanac_rows
9972,LA SALLE,QUEBEC,7024118,5391,,,45.43,-73.62,452600000.0,-733700000.0,22.9,1973.0,1983.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9972
9973,LAURIERVILLE,QUEBEC,7024250,5392,,,46.33,-71.67,462000000.0,-714000000.0,152.0,1963.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9973
9974,LAUZON,QUEBEC,7024254,5393,,,46.82,-71.1,464900000.0,-710600000.0,69.0,1978.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9974
9975,LAVAL DES RAPIDES,QUEBEC,7024256,5394,,,45.53,-73.7,453200000.0,-734200000.0,36.6,1965.0,1976.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9975
9976,LAWRENCE,QUEBEC,7024263,5395,,,45.42,-71.43,452500000.0,-712600000.0,417.3,1966.0,1981.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9976
9977,LEARNED PLAIN,QUEBEC,7024270,5396,,,45.43,-71.55,452600000.0,-713300000.0,,1973.0,1981.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,9977
9978,LENNOXVILLE,QUEBEC,7024280,5397,71611.0,WQH,45.37,-71.82,452208000.0,-714925000.0,181.0,1888.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9978
9979,LEVIS,QUEBEC,7024300,8335,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9979
9980,LINGWICK,QUEBEC,7024320,5398,,,45.63,-71.37,453800000.0,-712200000.0,266.7,1952.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9980
9981,LITTLE CANADA EAST,QUEBEC,7024327,5399,,,45.37,-71.2,452200000.0,-711200000.0,,1973.0,1977.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,9981
9982,LITTLE ENGLAND WEST,QUEBEC,7024328,8336,,,45.37,-71.27,452200000.0,-711600000.0,,,,,,,,,,,,,,9982
9983,LOTBINIERE,QUEBEC,7024330,8337,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9983
9984,LOWER LACHINE ROAD,QUEBEC,7024333,8338,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9984
9985,MACDONALD COLLEGE,QUEBEC,7024400,5400,,,45.42,-73.93,452500000.0,-735600000.0,27.4,1906.0,1976.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9985
9986,MAGOG,QUEBEC,7024440,5401,,,45.27,-72.12,451600000.0,-720700000.0,274.0,1948.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9986
9987,MANSEAU,QUEBEC,7024615,5402,,,46.33,-71.98,462000000.0,-715900000.0,96.0,1978.0,1994.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9987
9988,MAPLE LEAF,QUEBEC,7024623,5403,,,45.33,-71.5,452000000.0,-713000000.0,366.1,1965.0,1976.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988
9989,MAPLE LEAF EAST,QUEBEC,7024624,5404,,,45.33,-71.4,452000000.0,-712400000.0,444.7,1965.0,1981.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9989
9990,MAPLE LEAF SOUTH,QUEBEC,7024625,5405,,,45.32,-71.47,451900000.0,-712800000.0,,1973.0,1973.0,366.0,366.0,366.0,366.0,34.0,34.0,366.0,34.0,366.0,34.0,9990
9991,MARIEVILLE,QUEBEC,7024627,5406,,,45.4,-73.13,452400000.0,-730800000.0,38.0,1960.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9991
9992,MARTINVILLE,QUEBEC,7024628,5407,,,45.3,-71.73,451800000.0,-714400000.0,259.1,1965.0,1982.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,9992
9993,MARITANA,QUEBEC,702462P,9024,,,45.03,-73.83,450200000.0,-735000000.0,160.0,,,,,,,,,,,,,9993
9994,MCTAVISH,QUEBEC,7024745,10761,71612.0,WTA,45.5,-73.58,453017070.0,-733445000.0,72.8,1994.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9994
9995,MEGANTIC,QUEBEC,7024799,8339,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,9995
9996,MEGANTIC A,QUEBEC,7024800,5408,,,45.58,-70.87,453500000.0,-705200000.0,415.1,1939.0,1962.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9996
9997,MELOCHEVILLE,QUEBEC,7024858,5409,,,45.32,-73.95,451900000.0,-735700000.0,30.5,1973.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9997
9998,MERCIER,QUEBEC,7024878,5410,,,45.32,-73.78,451900000.0,-734700000.0,30.5,1973.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9998
9999,MILAN,QUEBEC,7024920,5411,,,45.58,-71.12,453500000.0,-710700000.0,481.6,1949.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999
10000,MCGILL RADAR,QUEBEC,7024GLM,10694,,WMN,45.42,-73.94,452528000.0,-735615000.0,63.4,,,,,,,,,,,,,10000
10001,MOBILE UPPER AIR STATION-QUEBEC,QUEBEC,7025000,47888,71054.0,EUQ,45.5,-73.55,452942000.0,-733302000.0,12.0,2014.0,2015.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10001
10002,MOE'S RIVER,QUEBEC,7025060,5412,,,45.25,-71.78,451500000.0,-714700000.0,254.5,1963.0,1981.0,366.0,366.0,366.0,366.0,151.0,151.0,366.0,151.0,366.0,151.0,10002
10003,MONT MEGANTIC,QUEBEC,7025212,5413,,,45.45,-71.15,452700000.0,-710900000.0,1111.0,1978.0,1989.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10003
10004,MONTREAL ADAC A,QUEBEC,7025228,8343,,,45.48,-73.55,452900000.0,-733300000.0,21.3,1974.0,1976.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10004
10005,MONT-ORFORD,QUEBEC,7025229,10892,,WHY,45.31,-72.24,451842360.0,-721426432.0,846.06,1993.0,2007.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005
10006,MONTREAL AP STN A,QUEBEC,702523E,8344,,,45.57,-73.57,453400000.0,-733400000.0,54.9,,,,,,,,,,,,,10006
10007,MONTREAL AP STN B,QUEBEC,702523N,8345,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10007
10008,MONTREAL GRASSET,QUEBEC,7025244,8346,,,45.55,-73.63,453300000.0,-733800000.0,30.5,,,,,,,,,,,,,10008
10009,MONTREAL ICE CONTROL,QUEBEC,7025245,5414,,,45.47,-73.5,452800000.0,-733000000.0,14.3,1967.0,1970.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10009
10010,MONTREAL ENTREPOT POUR INSTRUMENTS,QUEBEC,7025247,29701,,ISM,40.0,-50.0,400000000.0,-500000000.0,0.0,,,,,,,,,,,,,10010
10011,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QUEBEC,7025250,5415,71627.0,YUL,45.47,-73.75,452800000.0,-734500000.0,35.97,1941.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10011
10012,MONTREAL INTL A,QUEBEC,7025251,51157,71627.0,YUL,45.47,-73.74,452814000.0,-734427000.0,36.0,2013.0,2015.0,366.0,2.0,366.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,10012
10013,MONTREAL-EST,QUEBEC,7025252,26855,,WPQ,45.63,-73.55,453805000.0,-733311000.0,50.4,1994.0,2008.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10013
10014,MONTREAL JAR BOT,QUEBEC,7025257,5416,,,45.57,-73.55,453400000.0,-733300000.0,45.7,1948.0,1989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10014
10015,MONTREAL JEAN BREBEUF,QUEBEC,7025260,5417,,,45.5,-73.62,453000000.0,-733700000.0,132.6,1956.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10015
10016,MONTREAL LAFONTAINE,QUEBEC,7025267,5418,,,45.52,-73.57,453100000.0,-733400000.0,41.1,1971.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10016
10017,MONTREAL LOYOLA,QUEBEC,7025270,5419,,,45.47,-73.63,452800000.0,-733800000.0,55.8,1964.0,1964.0,366.0,319.0,366.0,318.0,318.0,318.0,319.0,318.0,318.0,318.0,10017
10018,MONTREAL MCGILL,QUEBEC,7025280,5420,,,45.5,-73.58,453000000.0,-733500000.0,56.9,1871.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10018
10019,MONTREAL AP STN C,QUEBEC,70252C5,8342,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10019
10020,MONTREAL AP STN D,QUEBEC,70252CE,8340,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10020
10021,MONTREAL AP STN E,QUEBEC,70252CN,8341,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10021
10022,MONTREAL PERSILLIER,QUEBEC,7025315,5421,,,0.0,0.0,0.0,0.0,0.0,1948.0,1950.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,10022
10023,MONTREAL POLYTECH,QUEBEC,7025320,8347,,,45.52,-73.6,453100000.0,-733600000.0,48.8,,,,,,,,,,,,,10023
10024,MONT ST HILAIRE,QUEBEC,7025328,5422,,,45.58,-73.18,453500000.0,-731100000.0,30.5,1976.0,1979.0,366.0,1.0,366.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10024
10025,MONT ST HILAIRE,QUEBEC,7025330,5423,,,45.55,-73.08,453300000.0,-730500000.0,173.7,1960.0,1969.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10025
10026,MONT ST HILAIRE MCGILL,QUEBEC,7025332,5424,,,45.55,-73.17,453300000.0,-731000000.0,210.3,1967.0,1974.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10026
10027,NEW MEXICO,QUEBEC,7025425,5425,,,45.35,-71.48,452100000.0,-712900000.0,,1973.0,1975.0,366.0,366.0,366.0,366.0,1.0,1.0,366.0,1.0,366.0,1.0,10027
10028,NICOLET,QUEBEC,7025440,5426,,,46.2,-72.62,461200000.0,-723700000.0,30.4,1913.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10028
10029,NICOLET,QUEBEC,7025442,10732,71723.0,WNQ,46.23,-72.66,461333000.0,-723926000.0,8.0,1993.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10029
10030,NORTH HATLEY,QUEBEC,7025660,5427,,,45.28,-71.95,451700000.0,-715700000.0,243.8,1965.0,1982.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10030
10031,NOTRE DAME DES BOIS,QUEBEC,7025670,5428,,,45.4,-71.08,452400000.0,-710500000.0,502.9,1962.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10031
10032,ORMSTOWN,QUEBEC,7025745,5429,,,45.12,-74.05,450700000.0,-740300000.0,45.7,1962.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10032
10033,PETIT LAC,QUEBEC,7026005,5430,,,45.4,-71.58,452400000.0,-713500000.0,,1973.0,1981.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10033
10034,PHILIPSBURG,QUEBEC,7026040,5431,,,45.03,-73.08,450200000.0,-730500000.0,53.3,1950.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10034
10035,PIEDMONT,QUEBEC,7026042,42014,,MPD,45.88,-74.09,455300000.0,-740532000.0,175.0,2003.0,2007.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10035
10036,PIERREVILLE,QUEBEC,7026043,5432,,,46.08,-72.83,460500000.0,-725000000.0,15.2,1980.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10036
10037,PINE BROOK NORTH,QUEBEC,7026048,8348,,,45.38,-71.43,452300000.0,-712600000.0,,,,,,,,,,,,,,10037
10038,PLESSISVILLE,QUEBEC,7026058,5433,,,46.2,-71.75,461200000.0,-714500000.0,,1947.0,1948.0,366.0,44.0,366.0,45.0,31.0,31.0,44.0,31.0,45.0,31.0,10038
10039,POINTE CLAIRE,QUEBEC,7026073,5435,,,45.47,-73.8,452800000.0,-734800000.0,41.1,1973.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10039
10040,POINTE PLATON,QUEBEC,7026078,8349,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10040
10041,POINTE DU MOULIN,QUEBEC,702607F,5434,,,45.35,-73.92,452100000.0,-735500000.0,38.1,1973.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10041
10042,POSTE SARAGUAY,QUEBEC,7026213,5436,,,45.5,-73.75,453000000.0,-734500000.0,30.5,1973.0,1982.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10042
10043,PRINCEVILLE,QUEBEC,7026250,5437,,,46.15,-71.92,460900000.0,-715500000.0,160.0,1973.0,1994.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10043
10044,QUEBEC TEST,QUEBEC,7026289,27800,71591.0,ZTS,45.47,-73.75,452800000.0,-734500000.0,31.0,,,,,,,,,,,,,10044
10045,RANBORO EST,QUEBEC,7026344,5438,,,45.32,-71.52,451900000.0,-713100000.0,342.9,1973.0,1981.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10045
10046,RANBORO SUD,QUEBEC,7026345,5439,,,45.32,-71.53,451900000.0,-713200000.0,,1973.0,1973.0,366.0,366.0,366.0,366.0,154.0,154.0,366.0,154.0,366.0,154.0,10046
10047,RICHMOND,QUEBEC,7026465,5440,,,45.63,-72.13,453800000.0,-720800000.0,123.1,1871.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10047
10048,RIVIERE DES PRAIRIES,QUEBEC,7026612,5441,,,45.7,-73.5,454200000.0,-733000000.0,9.0,1973.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10048
10049,ROUGEMONT,QUEBEC,7026700,5442,,,45.43,-73.1,452600000.0,-730600000.0,39.9,1956.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10049
10050,ROUGEMONT,QUEBEC,7026702,42011,,MRG,45.41,-73.05,452444000.0,-730303000.0,54.0,2003.0,2006.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10050
10051,ROXTON FALLS,QUEBEC,7026730,5443,,,45.55,-72.53,453300000.0,-723200000.0,129.5,1968.0,1982.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10051
10052,RUSSELTOWN,QUEBEC,7026732,42010,,MRU,45.06,-73.8,450329000.0,-734746000.0,65.0,2003.0,2007.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10052
10053,SABREVOIS,QUEBEC,7026734,5444,,,45.22,-73.2,451300000.0,-731200000.0,38.1,1975.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10053
10054,RUISSEAU CRANBERRY,QUEBEC,7026735,42643,,MRY,45.12,-73.68,450710000.0,-734046000.0,59.0,2004.0,2007.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10054
10055,SACRE COEUR DE MARIE,QUEBEC,7026739,5445,,,46.13,-71.17,460800000.0,-711000000.0,467.9,1964.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10055
10056,ST ADRIEN D IRLANDE,QUEBEC,7026754,5446,,,46.12,-71.45,460700000.0,-712700000.0,442.0,1965.0,1982.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10056
10057,ST AMABLE,QUEBEC,7026818,5447,,,45.67,-73.3,454000000.0,-731800000.0,41.1,1980.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10057
10058,ST ANICET,QUEBEC,7026836,5448,,,45.13,-74.35,450800000.0,-742100000.0,53.3,1960.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10058
10059,STE ANNE DE BELLEVUE,QUEBEC,7026839,5449,,,45.43,-73.93,452600000.0,-735600000.0,39.0,1969.0,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10059
10060,ST ANTOINE DE PONTBRIAND,QUEBEC,7026885,5450,,,46.15,-71.25,460900000.0,-711500000.0,449.6,1965.0,1982.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10060
10061,ST BENOIT LABRE,QUEBEC,7026915,5451,,,46.05,-70.8,460300000.0,-704800000.0,304.8,1965.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10061
10062,ST BERNARD DE LACOLLE,QUEBEC,7026916,5452,,,45.08,-73.38,450500000.0,-732300000.0,49.3,1973.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10062
10063,STE BRIGIDE,QUEBEC,7026918,5453,,,45.32,-73.07,451900000.0,-730400000.0,47.2,1977.0,1982.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10063
10064,ST BRUNO,QUEBEC,7026920,5454,,,45.55,-73.35,453300000.0,-732100000.0,61.0,1926.0,1958.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10064
10065,STE CECILE,QUEBEC,7026936,5455,,,45.67,-70.93,454000000.0,-705600000.0,518.2,1965.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10065
10066,STE-CLOTHILDE,QUEBEC,7027039,10762,71614.0,WIT,45.17,-73.68,451002000.0,-734044000.0,53.0,1993.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10066
10067,STE CLOTHILDE CDA,QUEBEC,7027040,5456,,,45.17,-73.68,451000000.0,-734100000.0,56.4,1937.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10067
10068,SAINT-CELESTIN,QUEBEC,7027075,42603,,MSC,46.21,-72.45,461221000.0,-722645000.0,55.0,2004.0,2007.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10068
10069,SAINT-CHRYSOSTOME,QUEBEC,7027081,42784,,MYT,45.13,-73.77,450759042.0,-734609079.0,55.0,2004.0,2006.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10069
10070,ST COME DE LINIERE,QUEBEC,7027083,5457,,,46.05,-70.52,460300000.0,-703100000.0,243.8,1965.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10070
10071,SAINT-CONSTANT,QUEBEC,7027084,42783,,MCT,45.33,-73.58,451948010.0,-733448070.0,39.0,2004.0,2006.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10071
10072,ST CONSTANT,QUEBEC,7027085,5458,,,45.37,-73.58,452200000.0,-733500000.0,30.5,1973.0,1982.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10072
10073,STE CROIX,QUEBEC,7027088,5459,,,46.62,-71.78,463700000.0,-714700000.0,70.0,1973.0,1993.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10073
10074,STE DOROTHEE,QUEBEC,7027110,5460,,,45.52,-73.78,453100000.0,-734700000.0,23.0,1963.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10074
10075,STE EDWIDGE,QUEBEC,7027120,5461,,,45.2,-71.68,451200000.0,-714100000.0,381.0,1951.0,1985.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10075
10076,ST EPHREM,QUEBEC,7027200,5462,,,46.07,-70.97,460400000.0,-705800000.0,312.4,1929.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10076
10077,ST FERDINAND,QUEBEC,7027248,5463,,,46.1,-71.58,460600000.0,-713500000.0,297.0,1965.0,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10077
10078,ST FLAVIEN,QUEBEC,7027259,5464,,,46.48,-71.57,462900000.0,-713400000.0,137.2,1963.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10078
10079,ST FLAVIEN CDA FE,QUEBEC,7027260,5465,,,46.52,-71.6,463100000.0,-713600000.0,109.7,1960.0,1965.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10079
10080,ST FORTUNAT,QUEBEC,7027264,5466,,,45.97,-71.6,455800000.0,-713600000.0,465.0,1965.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080
10081,ST FRANCIS,QUEBEC,7027266,8350,,,46.22,-70.92,461300000.0,-705500000.0,,,,,,,,,,,,,,10081
10082,STE FRANCOISE ROMAINE,QUEBEC,7027267,5482,,,46.48,-71.93,462900000.0,-715600000.0,91.4,1963.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10082
10083,ST GEDEON,QUEBEC,7027277,5483,,,45.87,-70.62,455200000.0,-703700000.0,281.9,1965.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10083
10084,STE GENEVIEVE,QUEBEC,7027280,5484,,,45.5,-73.85,453000000.0,-735100000.0,22.9,1952.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10084
10085,ST GEORGES,QUEBEC,7027283,5485,,,46.15,-70.7,460900000.0,-704200000.0,167.6,1963.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10085
10086,ST GREGOIRE EXP ST,QUEBEC,7027300,8351,,,46.27,-72.5,461600000.0,-723000000.0,24.4,,,,,,,,,,,,,10086
10087,ST GUILLAUME,QUEBEC,7027302,5486,,,45.88,-72.77,455300000.0,-724600000.0,43.9,1963.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10087
10088,STE HELENE DE CHESTER,QUEBEC,7027306,5487,,,46.03,-71.72,460200000.0,-714300000.0,457.2,1965.0,1973.0,366.0,366.0,366.0,366.0,62.0,62.0,366.0,62.0,366.0,62.0,10088
10089,ST HERMENEGILDE,QUEBEC,7027308,5488,,,45.12,-71.7,450700000.0,-714200000.0,480.0,1965.0,1985.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10089
10090,ST HILAIRE DORSET,QUEBEC,7027309,5489,,,45.87,-70.87,455200000.0,-705200000.0,506.0,1965.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10090
10091,MONTREAL/ST-HUBERT A,QUEBEC,7027320,5490,71371.0,YHU,45.52,-73.42,453100000.0,-732500000.0,27.4,1928.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10091
10092,MONTREAL/ST-HUBERT A,QUEBEC,7027322,30170,71371.0,YHU,45.52,-73.42,453100000.0,-732500000.0,27.4,2004.0,2010.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10092
10093,MONTREAL/ST-HUBERT,QUEBEC,7027329,48374,71371.0,YHU,45.52,-73.42,453103000.0,-732501000.0,27.4,2009.0,2015.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10093
10094,ST HYACINTHE,QUEBEC,7027360,5491,,,45.63,-72.95,453800000.0,-725700000.0,31.1,1890.0,1979.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10094
10095,ST HYACINTHE 2,QUEBEC,7027361,5492,,,45.57,-72.92,453400000.0,-725500000.0,33.0,1963.0,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10095
10096,ST ISIDORE D'AUCKLAND,QUEBEC,7027372,5493,,,45.27,-71.52,451600000.0,-713100000.0,393.5,1964.0,1981.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10096
10097,ST JACQUES DE LEEDS,QUEBEC,7027382,5494,,,46.27,-71.37,461600000.0,-712200000.0,290.0,1965.0,1994.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10097
10098,ST JEAN,QUEBEC,7027390,5495,,,45.3,-73.27,451800000.0,-731600000.0,41.5,1963.0,1965.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10098
10099,ST JEAN CHRYSOSTOME,QUEBEC,7027391,5496,,,46.72,-71.22,464300000.0,-711300000.0,53.3,1968.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10099
10100,ST JEAN DE BREBEUF,QUEBEC,7027392,5497,,,46.18,-71.45,461100000.0,-712700000.0,263.7,1965.0,1985.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10100
10101,ST JOHNS A,QUEBEC,7027418,8352,,,45.3,-73.28,451800000.0,-731700000.0,39.3,,,,,,,,,,,,,10101
10102,ST JULIEN,QUEBEC,7027426,5498,,,46.0,-71.53,460000000.0,-713200000.0,452.6,1965.0,1982.0,366.0,366.0,366.0,366.0,0.0,0.0,366.0,0.0,366.0,0.0,10102
10103,ST LAMBERT,QUEBEC,7027437,10939,,WLH,45.5,-73.52,453000000.0,-733100000.0,6.7,1994.0,1994.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,366.0,10103
10104,ST LAURENT (COLLEGE),QUEBEC,7027440,5499,,,45.52,-73.67,453100000.0,-734000000.0,38.1,1931.0,1967.0,366.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10104
